Manufacturer;Model;Applications;Thrust (dry);Thrust (wet);Thrust (cruise);Specific Fuel Consumption (dry);Specific Fuel Consumption (wet);Specific Fuel Consumption (cruise);Total Airflow;Overall Pressure Ratio;FPR;Bypass Ratio;Cruise Altitude;Spools Count;Fan Stages;Low-Pressure Compressor;High-Pressure Compressor;High-Pressure Turbine;Intermediate-Pressure Turbine;Low-Pressure Turbine;Fan Width;Length;Width/Diameter;Weight (dry);semicomma
Pratt Whitney;JT8D-1A;;14.000;-;;0,585;-;;315;15,4;1,9;1,06;;2;2;4B;7;1;-;3;42,5;123,5;42,5;3.096;
Pratt Whitney;JT8D-1B;;14.000;-;;0,585;-;;315;15,4;1,9;1,06;;2;2;4B;7;1;-;3;42,5;123,5;42,5;3.096;
Pratt Whitney;JT8D-3;(see military turbofan specifications TF33-P-102);;;;;;;;;;;;;;;;;;;;;;;
Pratt Whitney;JT8D-5;DC-9-11;12.250;-;;0,565;-;;;;;;;2;2;4B;7;1;-;3;42,5;123,5;42,5;3.096;
Pratt Whitney;JT8D-7;727-100/-100C/-100QC/-100F/-200/-200F, 737-100/-200A/-200CA, DC-9-15/-15F(RC)/-31, Caravelle 10B1R/10B3/11R;14.000;-;4.270;0,585;-;0,796;315;15,8;1,93;1,07;30.000;2;2;4B;7;1;-;3;42,5;123,5;42,5;3.096;
Pratt Whitney;JT8D-7 (HK3);727-100/-100C, DC-9-15/-15F(RC);14.000;-;4.270;0,585;-;0,796;315;15,8;1,93;1,07;30.000;2;2;4B;7;1;-;3;42,5;;42,5;;
Pratt Whitney;JT8D-7A;727-100/-100C/-100QC/-100F/-200, 737-100/-200, DC-9-14/-15/-15F(MC)/-31/-31;14.000;-;4.270;0,585;-;0,796;315;15,8;1,93;1,07;30.000;2;2;4B;7;1;-;3;42,5;123,5;42,5;3.096;
Pratt Whitney;JT8D-7A (HK3);727-100/-100C, DC-9-15/-15F(RC)/-32;14.000;-;4.270;0,585;-;0,796;315;15,8;1,93;1,07;30.000;2;2;4B;7;1;-;3;42,5;;42,5;;
Pratt Whitney;JT8D-7B;727-100/-100C/-100F/-200/-200A/-200F, 737-100/-200, DC-9-14/-15/-15F(MC)/-15F(RC)/-31/-31F/-32;14.000;-;4.270;0,585;-;0,796;315;15,8;1,93;1,07;30.000;2;2;4B;7;1;-;3;42,5;123,5;42,5;3.096;
Pratt Whitney;JT8D-7B (HK);727-200F;14.000;-;4.270;0,585;-;0,796;315;15,8;1,93;1,07;30.000;2;2;4B;7;1;-;3;42,5;;42,5;;
Pratt Whitney;JT8D-7B (HK3);727-100/-100C/-100F/-200/-200A/-200AF/-200F, 737-200, DC-9-14/-15/-15F(MC)/-15F(RC)/-31/-32/-32F;14.000;-;4.270;0,585;-;0,796;315;15,8;1,93;1,07;30.000;2;2;4B;7;1;-;3;42,5;;42,5;;
Pratt Whitney;JT8D-7B (Q);727-100/-100F;14.000;-;4.270;0,585;-;0,796;315;15,8;1,93;1,07;30.000;2;2;4B;7;1;-;3;42,5;;42,5;;
Pratt Whitney;JT8D-9;727-100/-100C/-200/-200A, 737-200/-200A/-200C/-200CA, DC-9-32/-32F/-33F/-33F(RC), Caravelle 10B3/12;14.500;-;4.540;0,565;-;0,8;319;15,9;1,91;1,03;30.000;2;2;4B;7;1;-;3;42,5;123,5;42,5;3.196;
Pratt Whitney;JT8D-9 (HK3);727-200F, DC-9-31/-32/-32F/-33F;14.500;-;4.540;0,565;-;0,8;319;15,9;1,91;1,03;30.000;2;2;4B;7;1;-;3;42,5;;42,5;;
Pratt Whitney;JT8D-9A;727-100/-100C/-100F/-200/-200A/-200AF/-200F, 737-100/-200/-200A/-200C/-200CA/-200AF, DC-9-31/-32/-32F/-33F(RC);14.500;-;4.540;0,565;-;0,8;319;15,9;1,91;1,03;30.000;2;2;4B;7;1;-;3;42,5;123,5;42,5;3.196;
Pratt Whitney;JT8D-9A (HK3);727-100/-200/-200A/-200AF/-200F, 737-200/-200A/-200C/-200CA, DC-9-31/-32/-33F(CF)/-33F(RC);14.500;-;4.540;0,565;-;0,8;319;15,9;1,91;1,03;30.000;2;2;4B;7;1;-;3;42,5;;42,5;;
Pratt Whitney;JT8D-11;DC-9-21/-32/-41;15.000;-;4.750;0,62;-;0,806;327;16,2;;1,05;30.000;2;2;6B;7;1;-;3;42,5;123,5;42,5;3.310;
Pratt Whitney;JT8D-11 (HK);DC-9-21;15.000;-;4.750;0,62;-;0,806;327;16,2;;1,05;30.000;2;2;6B;7;1;-;3;42,5;;42,5;;
Pratt Whitney;JT8D-11 (HK3);DC-9-21/-32/-33F/-41;15.000;-;4.750;0,62;-;0,806;327;16,2;;1,05;30.000;2;2;6B;7;1;-;3;42,5;;42,5;;
Pratt Whitney;JT8D-15;727-200/-200A/-200F/-200AF, 737-200A/-200CA, DC-9-33/-34/-41, Mercure-100;15.500;-;4.920;0,63;-;0,81;322;16,5;;1,03;30.000;2;2;6B;7;1;-;3;42,5;123,5;42,5;3.414;
Pratt Whitney;JT8D-15 (HK);727-200A, 737-200/-200A;15.500;-;4.920;0,63;-;0,81;322;16,5;;1,03;30.000;2;2;6B;7;1;-;3;42,5;;42,5;;
Pratt Whitney;JT8D-15 (HK3);727-200A/-200AF, 737-200/-200A/-200C/-200CA, DC-9-31/-32/-41;15.500;-;4.920;0,63;-;0,81;322;16,5;;1,03;30.000;2;2;6B;7;1;-;3;42,5;;42,5;;
Pratt Whitney;JT8D-15A;727-200A, 737-200A/-200CA, DC-9-30/-40/-50 (option);15.500;-;4.920;0,59;-;0,81;327;16,6;;1,04;30.000;2;2;6B;7;1;-;3;42,5;123,5;42,5;3.474;
Pratt Whitney;JT8D-15A (HK3);727-200A/-200AF, 737-200A/-200CA;15.500;-;4.920;0,59;-;0,81;327;16,6;;1,04;30.000;2;2;6B;7;1;-;3;42,5;;42,5;;
Pratt Whitney;JT8D-17;727-200A/-200AF, 737-200/-200A/-200CA/-200F/-200AF, DC-9-31/-32/-34/-34F(CF)/-51;16.000;-;5.140;0,6;-;0,814;324;16,9;;1,01;30.000;2;2;6B;7;1;-;3;42,5;123,5;42,5;3.430;
Pratt Whitney;JT8D-17 (HK3);727-200A/-200AF, 737-200A/-200CA, DC-9-51;16.000;-;5.140;0,6;-;0,814;324;16,9;;1,01;30.000;2;2;6B;7;1;-;3;42,5;;42,5;;
Pratt Whitney;JT8D-17A;727-200A, 737-200A/-200CA/-200AF, DC-9-41/-51;16.000;-;5.140;0,6;-;0,773;328;17,1;;1,02;30.000;2;2;6B;7;1;-;3;42,5;123,5;42,5;3.475;
Pratt Whitney;JT8D-17A (HK3);727-200A/-200AF, 737-200A/-200CA, DC-9-41/-51;16.000;-;5.140;0,6;-;0,773;328;17,1;;1,02;30.000;2;2;6B;7;1;-;3;42,5;;42,5;;
Pratt Whitney;JT8D-17AR;727-200A, 737-200;16.400;-;5.140;0,61;-;0,78;326;17,3;2,16;1;30.000;2;2;6B;7;1;-;3;42,5;123,5;42,5;3.495;
Pratt Whitney;JT8D-17R;727-200/-200A/-200AF;17.400;-;5.140;;-;0,82;331;17,5;;1;30.000;2;2;6B;7;1;-;3;42,5;123,5;42,5;3.495;
Pratt Whitney;JT8D-17R (HK3);727-200A/-200AF;17.400;-;5.140;;-;0,82;331;17,5;;1;30.000;2;2;6B;7;1;-;3;42,5;;42,5;;
Pratt Whitney;JT8D-209;MD-81;18.500;-;4.945;0,51;-;0,724;471;17,4;;1,82;35.000;2;1;6B;7;1;-;3;49,2;154,2;;4.410;
Pratt Whitney;JT8D-216;MD-95-30 (not produced);;-;;;-;;;;;;;2;1;6B;7;1;-;3;49,2;154,2;;;
Pratt Whitney;JT8D-217;MD-81/-82;20.000;-;5.240;0,53;-;0,753;486;18,6;;1,77;35.000;2;1;6B;7;1;-;3;49,2;154,2;;4.430;
Pratt Whitney;JT8D-217A;MD-81/-82/-82(SA);20.000;-;5.240;0,53;-;0,753;486;18,6;;1,77;35.000;2;1;6B;7;1;-;3;49,2;154,2;;4.430;
Pratt Whitney;JT8D-217C;727-100(RE)/-200A(RE)/-200AF(RE), MD-81/-82/-87/-88;20.000;-;5.240;0,5;-;0,736;497;20,1;;1,72;35.000;2;1;6B;7;1;-;3;49,2;154,2;;4.500;
Pratt Whitney;JT8D-218;MD-95-30 (not produced);;-;;;-;;;;;;;2;1;6B;7;1;-;3;49,2;154,2;;;
Pratt Whitney;JT8D-219;MD-82/-83/-87/-88, 707-330C(RE), 727-200AF(RE);21.000;-;5.250;0,519;-;0,737;497;20,1;1,91;1,72;35.000;2;1;6B;7;1;-;3;49,2;154,2;;4.500;
Pratt Whitney;JT9D-1;747-100 (option);42.000;;;;;;1484;21,5;1,6;5;;2;1;3B;11;2;-;4;95,6;154,2;;;
Pratt Whitney;JT9D-3;747-100 (option);43.500;;;0,346;;;;22;1,51;5,2;;2;1;3B;11;2;-;4;95,6;154,2;;8.430;
Pratt Whitney;JT9D-3A;747-100;44.250;45.800;10.200;0,346;;0,624;1509;21,5;1,51;5,2;35.000;2;1;3B;11;2;-;4;95,6;154,2;;8.608;
Pratt Whitney;JT9D-7;747-100/-200B;46.300;47.900;10.200;0,355;;0,62;1521;22,3;;5,2;35.000;2;1;3B;11;2;-;4;95,6;154,2;;8.850;
Pratt Whitney;JT9D-7A;747-SF/-SP/-100/-100A/-100(SF)/-100F/-100SR/-100SRB/-100SR(SF)/-200/-200B/-200C;46.950;48.570;10.830;0,364;;0,625;1534;22,5;;5,1;35.000;2;1;3B;11;2;-;4;95,6;154,2;;8.850;
Pratt Whitney;JT9D-7AH;747-SP/-100/-100(SF)/-100F/-200B;;;;;;;;;;;;2;1;3B;11;2;-;4;95,6;154,2;;8.850;
Pratt Whitney;JT9D-7ASP;747-SP (option);46.950;48.570;10.680;0,364;;0,63;1534;22,5;;5,1;35.000;2;1;3B;11;2;-;4;95,6;154,2;;8.780;
Pratt Whitney;JT9D-7AW;747-200B/-200(SF)/-100SR/-200F, 747-100/-100B (option);;;;;;;;;;;;2;1;3B;11;2;-;4;95,6;154,2;;8.850;
Pratt Whitney;JT9D-7F;747-SP/-100B/-200/-200B/-200B(M)/-200(SF)/-200F;48.000;50.000;11.050;0,367;;0,631;1565;22,8;;5,1;35.000;2;1;3B;11;2;-;4;95,6;154,2;;8.850;
Pratt Whitney;JT9D-7FW;747-SP/-200B(SF)/-200C(M);48.000;50.000;;;;;;;;;;2;1;3B;11;2;-;4;95,6;154,2;;8.850;
Pratt Whitney;JT9D-7H;;;;;;;;;;;;;2;1;3B;11;2;-;4;95,6;154,2;;8.850;
Pratt Whitney;JT9D-7J;747-100F/-200B/-200B(M)/-200B(SF)/-200C/-200F;50.000;-;11.050;;-;0,631;1590;23,5;;5,1;35.000;2;1;3B;11;2;-;4;95,6;154,2;;8.850;
Pratt Whitney;JT9D-7Q;747-200B/-200B(M)/-200B(SF)/-200F;53.000;-;11.950;;-;0,631;1640;24,5;;4,9;35.000;2;1;3B;11;2;-;4;93,6;153,6;;9.295;
Pratt Whitney;JT9D-7Q3;747-200B/-200B(M)/-200B(SF);53.000;-;11.950;;-;0,631;1640;24,5;;4,9;35.000;2;1;3B;11;2;-;4;93,6;153,6;;9.295;
Pratt Whitney;JT9D-7R;767-200/-200ER/-200ET/-200PC/-300;48.000;-;11.200;;-;0,615;1585;23,4;;4,9;35.000;2;1;4B;11;2;-;4;93,4;153,6;;8.905;
Pratt Whitney;JT9D-7R4D;767-200/-200ER/-200ET/-200PC/-300;48.000;-;11.200;0,343;-;0,615;1585;23,4;;4,9;35.000;2;1;4B;11;2;-;4;93,4;153,6;;8.905;
Pratt Whitney;JT9D-7R4D1;A310-221 (option);48.000;-;11.200;0,343;-;0,615;1585;23,4;;4,9;35.000;2;1;4B;11;2;-;4;93,4;153,6;;8.905;
Pratt Whitney;JT9D-7R4E;767-200ER;50.000;-;11.700;0,343;-;0,62;1615;24,2;;4,9;35.000;2;1;4B;11;2;-;4;93,4;153,6;;8.905;
Pratt Whitney;JT9D-7R4E1;A310-222/-222F/-322;50.000;-;11.700;0,343;-;0,62;1615;24,2;;4,9;35.000;2;1;4B;11;2;-;4;93,4;153,6;;8.905;
Pratt Whitney;JT9D-7R4E3;767-200ER (option);50.000;-;11.700;0,343;-;0,62;1615;24,2;;4,9;35.000;2;1;4B;11;2;-;4;93,4;153,6;;9.100;
Pratt Whitney;JT9D-7R4E4;767-200ER;50.000;-;11.700;0,343;-;0,62;1615;24,2;;4,9;35.000;2;1;4B;11;2;-;4;93,4;153,6;;9.100;
Pratt Whitney;JT9D-7R4G2;747-200B/-200B(SF)/-200F/-300/-300(M)/-300(SF);54.750;-;12.250;0,36;-;0,639;1695;26,3;;4,8;35.000;2;1;4B;11;2;-;4;93,4;153,6;;9.135;
Pratt Whitney;JT9D-7R4H1;A300B4-620;56.000;-;12.250;0,364;-;0,628;1695;26,7;;4,8;35.000;2;1;4B;11;2;-;4;93,4;153,6;;8.885;
Pratt Whitney;JT9D-7W;747-200B;;;;;;;;;;4,9;;2;1;3B;11;2;-;4;95,6;154,2;;;
Pratt Whitney;JT9D-9;A300B2/B4;53.000;-;;;-;;;;;;;2;1;3B;11;2;-;4;95,6;154,2;;;
Pratt Whitney;JT9D-15;DC-10-20/-40 (option), MD-11 (proposed);45.500;47.000;;0,355;;;;;;;;2;1;3B;11;2;-;4;95,6;;;;
Pratt Whitney;JT9D-20;DC-10-40, MD-11 (proposed);46.300;49.400;10.680;0,37;;0,624;1521;21,1;;5,2;35.000;2;1;3B;11;2;-;4;95,6;153,6;;8.450;
Pratt Whitney;JT9D-20J;DC-10-40, MD-11 (proposed);46.300;49.400;10.680;0,37;;0,624;1521;21,1;;5,2;35.000;2;1;3B;11;2;-;4;95,6;153,6;;8.450;
Pratt Whitney;JT9D-25;DC-10-20 (option), MD-11 (proposed);47.000;50.000;;;;;;;;5,2;;2;1;3B;11;2;-;4;95,6;153,6;;;
Pratt Whitney;JT9D-59;A300B4-120/-220/-220F/-220FF (option);53.000;-;11.950;0,375;-;0,631;1639;24,5;;4,9;35.000;2;1;4B;11;2;-;4;95,6;153,6;;9.140;
Pratt Whitney;JT9D-59A;A300B4-120/-220/-220F/-220FF, DC-10-40(D)/-40(I)/-40F, A300B4-320 (option);53.000;-;11.950;0,375;-;0,631;1639;24,5;;4,9;35.000;2;1;4B;11;2;-;4;95,6;153,6;;9.140;
Pratt Whitney;JT9D-59B;;54.500;-;12.200;;-;0,631;1660;25,2;;4,8;35.000;2;1;4B;11;2;-;4;95,6;153,6;;9.160;
Pratt Whitney;JT9D-70A;747-200B/-200B(M)/-200B(SF)/-200F;53.000;-;11.950;0,375;-;0,631;1639;24,5;;4,9;35.000;2;1;4B;11;2;-;4;95,6;153,6;;9.155;
Pratt Whitney;JT9D-70B;;54.500;-;12.200;;-;0,631;1660;25,2;;4,8;35.000;2;1;4B;11;2;-;4;95,6;153,6;;9.175;
Pratt Whitney;JT10D-132;(see PW2037);;;;;;;;;;;;;;;;;;;;;;;
Pratt Whitney;JT11D-20;(see military turbofan specifications J58-P-4);;;;;;;;;;;;;;;;;;;;;;;
Pratt Whitney;JT12A-3;(see military turbofan specifications);;;;;;;;;;;;;;;;;;;;;;;
Pratt Whitney;JT12A-5;(see military turbofan specifications);;;;;;;;;;;;;;;;;;;;;;;
Pratt Whitney;JT12A-6;Sabreliner 40/50;3.000;-;;0,96;-;;;;-;-;;1;-;-;9;2;-;-;-;;21,9;453;
Pratt Whitney;JT12A-6A;Sabreliner 40/50, JetStar I;3.000;-;;0,96;-;;;;-;-;;1;-;-;9;2;-;-;-;;21,9;453;
Pratt Whitney;JT12A-8;Sabreliner 60, JetStar I;3.300;-;;0,995;-;;51;6,7;-;-;;1;-;-;9;2;-;-;-;;21,9;468;
Pratt Whitney;JT12A-8A;Sabreliner 60, JetStar I;3.300;-;;0,995;-;;51;6,7;-;-;;1;-;-;9;2;-;-;-;;21,9;468;
Pratt Whitney;JTF14;Technology demonstrator;;-;;;-;;;;;;;;;;;;;;;;;;
Pratt Whitney;JTF17A-21;L-2000-7B (not produced), B-2707-200/-300 (candidate engine);38.300;61.000;;0,75;1,78;;675;;;;;2;2;-;6;1;-;2;;;;;
Pratt Whitney;PW2037;757-200/-200ET;36.600;-;6.500;0,335;-;0,582;1210;27,9;1,63;5,8;35.000;2;1;4B;12;2;-;5;78,5;141,4;84,8;7.185;
Pratt Whitney;PW2040;757-200/-200ET/-200F;40.100;-;6.500;0,33;-;0,582;1255;27,6;1,66;5,9;35.000;2;1;4B;12;2;-;5;78,5;141,4;84,8;7.185;
Pratt Whitney;PW2043;757-300, 757-200/-200ET/-200F (option);42.600;-;;0,35;-;;;31,2;;6;;2;1;4B;12;2;-;5;78,5;141,4;84,8;7.161;
Pratt Whitney;PW2143;A340-521, A340-621 (proposed);42.600;-;;0,35;-;;;31,2;;6;;2;1;4B;12;2;-;5;78,5;141,4;84,8;7.161;
Pratt Whitney;PW2237;Tu-204-140/-140C (proposed);36.600;-;6.500;0,335;-;0,582;1210;27,9;1,63;5,8;35.000;2;1;4B;12;2;-;5;78,5;141,4;84,8;7.185;
Pratt Whitney;PW2240;Tu-204-240/-240C, Tu-330 (Tu-204-330) (proposed);40.100;-;6.500;0,33;-;0,582;1255;27,6;1,66;5,9;35.000;2;1;4B;12;2;-;5;78,5;141,4;84,8;7.185;
Pratt Whitney;PW2337;Il-96M/T;36.600;-;6.500;0,335;-;0,582;1210;27,9;1,63;5,8;35.000;2;1;4B;12;2;-;5;78,5;141,4;84,8;7.185;
Pratt Whitney;PW2643;;42.600;-;;0,35;-;;;31,2;;6;;2;1;4B;12;2;-;5;78,5;141,4;84,8;7.161;
Pratt Whitney;PW4052;767-200ER/-300ER;52.200;-;;0,312;-;;1705;27,5;1,7;4,85;;2;1;4B;11;2;-;4;93,6;132,2;97;9.213;
Pratt Whitney;PW4056;747-400/-400(M)/-400F, 767-200ER/-300/-300ER;56.750;-;;0,32;-;;1705;30,2;1,7;4,85;;2;1;4B;11;2;-;4;93,6;132,2;97;9.213;
Pratt Whitney;PW4060;767-300/-300ER, An-218-200/-300 (proposed);60.000;-;;0,33;-;;1705;31,5;;4,85;;2;1;4B;11;2;-;4;93,6;132,2;97;9.213;
Pratt Whitney;PW4060A;767-200ER;60.000;-;;0,33;-;;1705;31,5;;4,85;;2;1;4B;11;2;-;4;93,6;132,2;97;9.213;
Pratt Whitney;PW4062;767-300ER, 747-400/-400ER/-400F/-400FER, 767-200ER/-200FER/-300F/-400ER (option);63.300;-;;;-;;;32,3;1,8;4,85;;2;1;4B;11;2;-;4;93,6;132,2;97;9.213;
Pratt Whitney;PW4074;777-200;74.500;-;;;-;;2550;30,3;;6;;2;1;6B;11;2;-;7;112;191,7;118,5;14.545;
Pratt Whitney;PW4077;777-200;77.000;-;;;-;;2550;31,5;;6,2;;2;1;6B;11;2;-;7;112;191,7;118,5;14.545;
Pratt Whitney;PW4077D;;;-;;;-;;;;;;;2;1;6B;11;2;-;7;112;191,7;118,5;14.545;
Pratt Whitney;PW4084;777-200;84.000;-;;;-;;2550;34,2;1,68;6,41;;2;1;6B;11;2;-;7;112;191,7;118,5;14.545;
Pratt Whitney;PW4084D;;;-;;;-;;;;;;;2;1;6B;11;2;-;7;112;191,7;118,5;14.545;
Pratt Whitney;PW4090;777-200ER/-300;90.200;-;;;-;;2712;38,6;1,7;6,3;;2;1;6B;11;2;-;7;112;191,7;118,5;15.584;
Pratt Whitney;PW4090D;;;-;;;-;;;;;;;2;1;6B;11;2;-;7;112;191,7;118,5;15.584;
Pratt Whitney;PW4090-3;;;-;;;-;;;;;;;2;1;6B;11;2;-;7;112;191,7;118,5;15.584;
Pratt Whitney;PW4098;777-300;98.000;-;14.000;;-;0,581;2800;42,8;1,75;5,8;35.000;2;1;7B;11;2;-;7;112;194,7;119,5;16.500;
Pratt Whitney;PW4152;A310-324/-324ET/-324F;52.200;-;;0,312;-;;1705;27,5;1,7;4,85;;2;1;4B;11;2;-;4;93,6;132,2;97;9.213;
Pratt Whitney;PW4156;A310-325ET;56.750;-;;0,32;-;;1705;30,2;1,7;4,85;;2;1;4B;11;2;-;4;93,6;132,2;97;9.213;
Pratt Whitney;PW4156A;A310-325ET;56.750;-;;0,32;-;;1705;30,2;1,7;4,85;;2;1;4B;11;2;-;4;93,6;132,2;97;9.213;
Pratt Whitney;PW4158;A300B4-622/-622R/-622RF, A300F4-622R;58.000;-;;0,323;-;;1705;30,6;;4,75;;2;1;4B;11;2;-;4;93,6;132,2;97;9.213;
Pratt Whitney;PW4164;A330-321, A330-221 (option);64.000;-;;;-;;1934;32;1,75;5,1;;2;1;5B;11;2;-;5;99,8;163,1;106,9;12.400;
Pratt Whitney;PW4168;A330-222/-322;68.600;-;;;-;;1934;32;1,75;5,1;;2;1;5B;11;2;-;5;99,8;163,1;106,9;12.400;
Pratt Whitney;PW4168A;A330-223/-323X;68.600;-;;;-;;1934;32;1,75;5,1;;2;1;5B;11;2;-;5;99,8;163,1;106,9;12.400;
Pratt Whitney;PW4460;MD-11/-11F/-11F(AF);60.000;-;;0,33;-;;1705;31,5;;4,85;;2;1;4B;11;2;-;4;93,6;132,2;97;9.213;
Pratt Whitney;PW4462;MD-11/-11F/-11F(CF);63.300;-;;;-;;;32,3;1,8;4,85;;2;1;4B;11;2;-;4;93,6;132,2;97;9.213;
Pratt Whitney;PW6122;A318-121, Il-214 (candidate engine), A316/A317 (A31X) (not produced);22.000;-;;0,36;-;;;27,2;;;;2;1;4B;5;1;-;3;56,5;92;60;4.115;
Pratt Whitney;PW6162;A318-122;24.000;-;;0,37;-;;;29,6;;4,9;;2;1;4B;5;1;-;3;56,5;92;60;4.115;
Pratt Whitney;PW8160;A340-521, A340-621 (proposed);65.000;-;;;-;;;;;;;2;1G;3B;5;1;-;3;;;;;
Pratt Whitney Canada;JT15D-1;Citation, SN.600 prototype;2.200;-;;0,54;-;;75;;;3,3;;2;1;-;1C;1;-;2;27,3;59,3;27,2;514;
Pratt Whitney Canada;JT15D-1A;Citation I/ISP;2.200;-;;0,54;-;;75;;;3,3;;2;1;-;1C;1;-;2;27,3;59,3;27,2;519;
Pratt Whitney Canada;JT15D-1B;Citation I/ISP;2.200;-;;0,54;-;;75;10;1,5;3,3;;2;1;-;1C;1;-;2;27,3;59,3;27,2;519;
Pratt Whitney Canada;JT15D-4;Citation II/IISP, SN.601 Corvette, Diamond I;2.500;-;;0,562;-;;;;;2,6;;2;1;1B;1C;1;-;2;20,8;63;27;557;
Pratt Whitney Canada;JT15D-4B;Citation S/II;2.500;-;;0,562;-;;;;;2,6;;2;1;1B;1C;1;-;2;20,8;63;27;568;
Pratt Whitney Canada;JT15D-4C;S211;2.500;-;;0,562;-;;;;;2,6;;2;1;1B;1C;1;-;2;20,8;63;27;575;
Pratt Whitney Canada;JT15D-4D;Diamond IA;2.500;-;;0,562;-;;;;;2,6;;2;1;1B;1C;1;-;2;20,8;63;27;560;
Pratt Whitney Canada;JT15D-5;Beechjet 400 (Diamond II), Beechjet 400A/400T;2.900;-;;0,551;-;;93;12,6;;2;;2;1;1B;1C;1;-;2;20,5;63;27;632;
Pratt Whitney Canada;JT15D-5A;Citation V;2.900;-;;0,551;-;;;;;2;;2;1;1B;1C;1;-;2;20,5;63;27;632;
Pratt Whitney Canada;JT15D-5B;(see military turbofan specifications);;;;;;;;;;;;;;;;;;;;;;;
Pratt Whitney Canada;JT15D-5C;S211A;3.190;-;;0,551;-;;;;;2;;2;1;1B;1C;1;-;2;20,5;63;27;665;
Pratt Whitney Canada;JT15D-5D;Citation V Ultra, VisionAire Vantage;3.045;-;;0,55;-;;;13,1;;2;;2;1;1B;1C;1;-;2;20,5;63;27;627;
Pratt Whitney Canada;PW305A;Learjet 60;4.679;-;;0,388;-;;;15,5;1,5;4,3;;2;1;-;4 + 1C;2;-;3;30,7;81,5;36,5;993;
Pratt Whitney Canada;PW305B;BAe (Hawker) 1000;5.258;-;;0,391;-;;180;15,5;;4,3;;2;1;-;4 + 1C;2;-;3;30,7;81,5;36,5;993;
Pratt Whitney Canada;PW306A;G200 (Galaxy);6.040;-;;0,394;-;;;18,3;1,57;4,5;;2;1;-;4 + 1C;2;-;3;31,7;75,6;;1.043;
Pratt Whitney Canada;PW306B;328JET, Envoy 3;6.050;-;;;-;;;;;4,5;;2;1;-;4 + 1C;2;-;3;31,7;75,6;;1.043;
Pratt Whitney Canada;PW306C;Citation Sovereign;5.686;-;;;-;;;;;4,5;;2;1;-;4 + 1C;2;-;3;31,7;75,6;;1.043;
Pratt Whitney Canada;PW307A;Falcon 7X;6.100;-;;;-;;;;;;;2;1;-;4 + 1C;2;-;3;31,7;75,6;;;
Pratt Whitney Canada;PW308A;Hawker Horizon;6.575;-;;;-;;;;;4,1;;2;1;-;4 + 1C;2;-;3;31,7;75,6;;;
Pratt Whitney Canada;PW308B;428JET (not produced);8.089;-;;;-;;;;;4,1;;2;1;-;4 + 1C;2;-;3;31,7;75,6;;;
Pratt Whitney Canada;PW308C;Falcon 2000EX;7.000;-;;;-;;;;;4,1;;2;1;-;4 + 1C;2;-;3;31,7;75,6;;;
Pratt Whitney Canada;PW530A;Citation Bravo;2.748;-;;;-;;;13,3;1,62;3,7;;2;1;-;2 + 1C;1;-;2;22,8;60;;616;
Pratt Whitney Canada;PW535A;Citation Encore;3.621;-;;;-;;;;;2,6;;2;1;1B;2 + 1C;1;-;3;;;;;
Pratt Whitney Canada;PW545A;Citation Excel;3.784;-;;;-;;;15,7;1,59;4,12;;2;1;1B;2 + 1C;1;-;3;27,2;68;32;815;
Pratt Whitney Canada;PW610F;Eclipse 500;1.112;-;;;-;;;;;;;;;;;;;;;;;;
Pratt Whitney Canada;PW615F;Citation Mustang, Eclipse 500, ProJet (candidate engine);1.350;-;;;-;;;;;;;;;;;;;;;;;;
Pratt Whitney Canada;PW625F;Technology demonstrator;2.500;-;;;-;;;;;;;;;;;;;;;;;;
Pratt Whitney Canada;PW645;Citation CJ3 (candidate engine);;-;;;-;;;;;;;;;;;;;;;;;;
Pratt Whitney Canada;PW800 (AFTI);Technology demonstrator;12.500;-;;;-;;;;;7,8;;2;1G;-;4 + 1C;2;-;3;;;;;
Pratt Whitney Canada;PW800??;Il-214, RRJ (candidate engine);;-;;;-;;;;;;;2;1G;-;4 + 1C;2;-;3;;;;;
Progress;AI-22;Tu-324;;-;;;-;;;;;;;;;;;;;;;;;;
Progress;D-36-1;An-74;14.330;-;3.527;0,36;-;0,65;562;18,7;;6,3;26.250;3;1;6;7;1;1;3;;136,6;54,1;2.445;
Progress;D-36-1A;An-74;;-;;;-;;;;;6,3;;3;1;6;7;1;1;3;;136,6;54,1;2.445;
Progress;D-36-2A;An-74, An-74D-200;;-;;;-;;;;;6,3;;3;1;6;7;1;1;3;;136,6;54,1;2.445;
Progress;D-36-3A;An-74-200, An-74T-100/-200A, An-74TK-100/200, An-74D-200, An-74VIP;;-;;;-;;;;;6,3;;3;1;6;7;1;1;3;;136,6;54,1;2.445;
Progress;D-36-4A;AN-74T-300, An-74TK-300;14.330;-;;;-;;;;;6,3;;3;1;6;7;1;1;3;;136,6;54,1;2.445;
Progress;D-36-5A;An-148 (proposed engine);;-;;;-;;;;;6,3;;3;1;6;7;1;1;3;;136,6;54,1;2.445;
Progress;D-436-148;An-148;;-;;;-;;;;;;;;;;;;;;;;;;
Progress;D-436K;(see military turbofan specifications);;;;;;;;;;;;;;;;;;;;;;;
Progress;D-436T1;Tu-334-100;16.865;-;;;-;;;25,2;;4,95;;3;1 + 1;6;7;1;1;3;54,1;;;3.197;
Progress;D-436T1-134;Tu-134M (proposed);;-;;;-;;;;;;;3;1;6;7;1;1;3;54,1;;;;
